question,id,question_id,language,comment,label,numerical_label,author,topic
Sind Sie für eine strengere Kontrolle der Gleichstellung der Löhne zwischen Männern und Frauen?,38143,3434,fr,"Die Frage nach Gleichheit ist nicht zu lösen, sondern zu leben, und fast 30 Jahre, seitdem diese Gesetzgebung nicht umgesetzt wurde, ist schon ein Hinweis auf die Unruhe, die in diesem Bereich herrscht.",FAVOR,100,abf38a6ac524,Society
Sollten Sie die rechtlichen Möglichkeiten für die Verwendung von DNA-Analysen bei Untersuchungen erweitern?,38160,3464,fr,Die Mittel müssen die Grundsätze der Verhältnismäßigkeit beachten,AGAINST,0,abf38a6ac524,Security
Sollte die Confederation ihre finanzielle Unterstützung für Weiterbildung und berufliche Umstellung erhöhen?,38195,3425,fr,"Die Arbeitsmittel, wie z.B. die Informatik, sind ständig in der Entwicklung und finden sich in fast allen Arbeitsplätzen. Sprachen, insbesondere Englisch, werden immer mehr gefragt. Die Mehrheit der Arbeitnehmer hat jedoch kein Wissen in diesen Bereichen. Heute ist es wichtig, dass eine Ausbildung eingerichtet werden kann, um diesen Menschen mehr Chancen zu geben, entweder in ihrem Job fortzufahren, oder sie in der Lage zu sein, einen Job zu wechseln oder sogar einen Job zu finden.",FAVOR,100,a43524041889,Education
Sind Sie für eine strengere Kontrolle der Gleichstellung der Löhne zwischen Männern und Frauen?,38206,3434,fr,Die Einführung einer Gleichstellung der Löhne (und der Renten) zwischen Männern und Frauen muss ein wichtiges Ziel unserer öffentlichen Politik sein.,FAVOR,100,a43524041889,Society
Sind Sie für den Erwerb neuer Kampfflugzeuge für die Schweizer Armee?,38494,3463,fr,"Die Green-E-S-Jugends wollen eine Armee-Luftwaffe aus 12 Flugzeugen, so dass es durchaus möglich ist, die F/A-18s weiter zu benutzen und, sobald sie aus dem Rennen sind, viel billiger Flugzeuge zu kaufen als die, die derzeit von DDPS bewertet werden.",AGAINST,0,34d2f955d0b9,Security
Sollte die Confederation ihre finanzielle Unterstützung für Weiterbildung und berufliche Umstellung erhöhen?,38589,3425,fr,"Die beste Möglichkeit, Weiterbildung und berufliche Umstellung zu unterstützen, besteht darin, die Möglichkeit für Steuernachlässigungen für die Begünstigten zu erhöhen.",FAVOR,75,34362ee3b407,Education
Sind Sie für eine strengere Kontrolle der Gleichstellung der Löhne zwischen Männern und Frauen?,38593,3434,fr,Die Regierung darf in keiner Weise in die Lohnpolitik privater Unternehmen einmischen.,AGAINST,0,34362ee3b407,Society
Sollte die Konföderation erneuerbare Energien stärker unterstützen?,38603,3450,fr,"Anstatt direkt zu unterstützen, sollte die Konföderation den Regulierungsrahmen verbessern, insbesondere durch die Linderung der Verfahren.",AGAINST,25,34362ee3b407,Infrastructure & Environment
Sind Sie für die Einführung von Road Pricing für motorisierte Einzelverkehrsmittel auf den verkehrsstrassen?,38649,3452,fr,"Es wäre unerträglich, wenn die Straßenverkehrsgebühren nur für die finanziell wohlhabenden Personen vorbehalten wären.",FAVOR,75,482804031355,Infrastructure & Environment
Sind Sie für eine strengere Kontrolle der Gleichstellung der Löhne zwischen Männern und Frauen?,38939,3434,fr,"Gleiches Lohn ist zu erwarten, aber es ist nicht nötig, Kontrollen zu verstärken.",AGAINST,25,6a4e2dcef41f,Society
Sollte die Confederation ihre finanzielle Unterstützung für Weiterbildung und berufliche Umstellung erhöhen?,39694,3425,fr,"Warum warten Sie auf das Ende des Schlachtenrechts, um Arbeitgeber zu reformieren und Rückkehrshilfe zu leisten?",FAVOR,100,9ed170d450fd,Education
Sind Sie für den Erwerb neuer Kampfflugzeuge für die Schweizer Armee?,39718,3463,fr,Und ein treues Heer mit allen Waffen und einer vernünftigen Kraft zu halten.,FAVOR,100,9ed170d450fd,Security
Sollten Sie die rechtlichen Möglichkeiten für die Verwendung von DNA-Analysen bei Untersuchungen erweitern?,39719,3464,fr,"In klaren Regeln, einschließlich jeder Zerstörung der Proben nach der Analyse, JA",FAVOR,75,9ed170d450fd,Security
Sollte die Confederation ihre finanzielle Unterstützung für Weiterbildung und berufliche Umstellung erhöhen?,39848,3425,fr,"Es ist besonders für die ""end"" Berufsschlagberechtigten.",FAVOR,75,be1297302797,Education
Sind Sie für eine strengere Kontrolle der Gleichstellung der Löhne zwischen Männern und Frauen?,39856,3434,fr,"Die Frage nach dem Problem der Arbeitslosigkeit ist, ob die Arbeitslosigkeit in den Mitgliedstaaten zu stark verschlechtert wird.",AGAINST,25,be1297302797,Society
Sollte die Konföderation erneuerbare Energien stärker unterstützen?,39870,3450,fr,"Nur für den eigenen Konsum, aber für den Einzelnen ist das seine Verantwortung.",AGAINST,25,be1297302797,Infrastructure & Environment
Sind Sie für den Erwerb neuer Kampfflugzeuge für die Schweizer Armee?,39881,3463,fr,"Die Schweiz braucht neue Flugzeuge, um ihren jetzigen Park zu ersetzen.",FAVOR,100,be1297302797,Security
Sollte die Confederation ihre finanzielle Unterstützung für Weiterbildung und berufliche Umstellung erhöhen?,40179,3425,fr,"Die Entwicklung der Gesellschaft drängt immer mehr Menschen, sich beruflich zu verwandeln.",FAVOR,100,a633dc9a2d33,Education
Sind Sie für eine strengere Kontrolle der Gleichstellung der Löhne zwischen Männern und Frauen?,40190,3434,fr,"Es ist auch notwendig, andere Maßnahmen zur Verbesserung der Gleichstellung von Frauen und Männern zu ergreifen, wie die Schaffung von Kindergärten, höhere Steuererleichterungen für Kinderbetreuungskosten oder eine bessere Förderung von Teilzeit- und Fernarbeit.",FAVOR,75,a633dc9a2d33,Society
Sollte die Konföderation erneuerbare Energien stärker unterstützen?,40203,3450,fr,Die Konföderation muss vorbildlich sein und in erneuerbare Energien vor allem in ihrem eigenen Grundstück und in ihrem eigenen Land investieren.,FAVOR,75,a633dc9a2d33,Infrastructure & Environment
Sind Sie für die Einführung von Road Pricing für motorisierte Einzelverkehrsmittel auf den verkehrsstrassen?,40205,3452,fr,"Das Modell, das in London und Stockholm vor allem eingeführt wurde, funktioniert sehr gut und kann den Verkehr drastisch reduzieren, die Flüssigkeit erhöhen, die Verstopfung reduzieren und die CO2-Emissionen reduzieren.",FAVOR,100,a633dc9a2d33,Infrastructure & Environment
Sind Sie für den Erwerb neuer Kampfflugzeuge für die Schweizer Armee?,40216,3463,fr,Es handelt sich um eine echte Souveränitätsakte und um eine strategische Partnerschaft mit dem Lieferantenland.,FAVOR,100,a633dc9a2d33,Security
Sollten Sie die rechtlichen Möglichkeiten für die Verwendung von DNA-Analysen bei Untersuchungen erweitern?,40217,3464,fr,Die Bedingungen für die Verwendung dieser DNA-Analysen müssen in den Gesetzen klar festgelegt und Missbrauch vermieden werden.,FAVOR,100,a633dc9a2d33,Security
Sollte die Konföderation erneuerbare Energien stärker unterstützen?,40377,3450,fr,Abgesehen von Steuervorteilen wird die Entwicklung nützlicher und innovativer Technologien nicht gefördert.,AGAINST,25,f02cc9607c66,Infrastructure & Environment
Sollten Sie die rechtlichen Möglichkeiten für die Verwendung von DNA-Analysen bei Untersuchungen erweitern?,40382,3464,fr,Diese Maßnahme fördert nur die systematische Vermittlung von Bürgern.,AGAINST,0,f02cc9607c66,Security
Sollte die Confederation ihre finanzielle Unterstützung für Weiterbildung und berufliche Umstellung erhöhen?,40442,3425,fr,"Jetzt müssen wir so flexibel sein, dass ständige Ausbildung ein unerlässliches Werkzeug ist",FAVOR,100,53e37e83cee7,Education
Sollte die Confederation ihre finanzielle Unterstützung für Weiterbildung und berufliche Umstellung erhöhen?,40463,3425,fr,Die Kosten für eine Ausbildung können also steuerlich abgezogen werden.,FAVOR,75,c321433481b2,Education
Sind Sie für die Einführung von Road Pricing für motorisierte Einzelverkehrsmittel auf den verkehrsstrassen?,40474,3452,fr,Die Finanzierung von Straßeninfrastrukturen muss durch andere Mittel gewährleistet werden.,AGAINST,0,c321433481b2,Infrastructure & Environment
Sollte die Konföderation erneuerbare Energien stärker unterstützen?,40509,3450,fr,In der Regel die Erzeugung von dezentralen und von lokalen Gebietskörperschaften verwalteten erneuerbaren Energien.,FAVOR,100,f4cc90d8f195,Infrastructure & Environment
Sind Sie für die Einführung von Road Pricing für motorisierte Einzelverkehrsmittel auf den verkehrsstrassen?,40511,3452,fr,Diese Maßnahme muss mit der kostenlosen öffentlichen Verkehrsführung für alle und der Integration von Fahrtzeit in Arbeitszeit verbunden sein.,FAVOR,100,f4cc90d8f195,Infrastructure & Environment
Sollte die Confederation ihre finanzielle Unterstützung für Weiterbildung und berufliche Umstellung erhöhen?,40557,3425,fr,In Zukunft müssen Erwerbstätige auf ihrem beruflichen Weg neue Fähigkeiten und Wissen erwerben.,FAVOR,100,f5e3570a6fa5,Education
Sind Sie für eine strengere Kontrolle der Gleichstellung der Löhne zwischen Männern und Frauen?,40565,3434,fr,Die Maßnahmen zur Verbesserung des Einkommens zwischen Beruf und Familie scheinen jedoch besser für Gleichstellung geeignet zu sein.,FAVOR,75,f5e3570a6fa5,Society
Sollte die Konföderation erneuerbare Energien stärker unterstützen?,40574,3450,fr,Die Unterstützung für erneuerbare Energien sollte sich stärker auf die Stärkung der Rahmenbedingungen konzentrieren.,FAVOR,75,f5e3570a6fa5,Infrastructure & Environment
Sind Sie für die Einführung von Road Pricing für motorisierte Einzelverkehrsmittel auf den verkehrsstrassen?,40576,3452,fr,Die derzeitige Tendenz ist vielmehr auf Multimodalmobilität ausgerichtet.,AGAINST,25,f5e3570a6fa5,Infrastructure & Environment
Sind Sie für den Erwerb neuer Kampfflugzeuge für die Schweizer Armee?,40585,3463,fr,"Die Erneuerung der Luftflotte ist eine Notwendigkeit, aber sie muss dem gegenwärtigen Verteidigungskontext der Schweiz entsprechen.",FAVOR,75,f5e3570a6fa5,Security
Sollten Sie die rechtlichen Möglichkeiten für die Verwendung von DNA-Analysen bei Untersuchungen erweitern?,40586,3464,fr,Eine rechtliche Grundlage sollte dies für schwere Verstöße vorsehen.,FAVOR,75,f5e3570a6fa5,Security
Sollte die Confederation ihre finanzielle Unterstützung für Weiterbildung und berufliche Umstellung erhöhen?,40651,3425,fr,Nur Steuerentgelte für Weiterbildungskosten oder Umstellungskosten sind zu berücksichtigen,AGAINST,0,93de87edd48b,Education
Sind Sie für eine strengere Kontrolle der Gleichstellung der Löhne zwischen Männern und Frauen?,40655,3434,fr,"In der Verwaltung muss der Staat die Arbeit leisten, in der Privatwirtschaft wird es immer besser und der Verpflichtungscode wurde gerade geändert, um Kontrolle zu ermöglichen.",AGAINST,25,93de87edd48b,Society
Sind Sie für eine strengere Kontrolle der Gleichstellung der Löhne zwischen Männern und Frauen?,40950,3434,fr,Die noch bestehenden Lohngleichheiten sind schändlich und sollten in die Vergangenheit vergangen sein.,FAVOR,100,3bea1f7b3946,Society
Sollte die Konföderation erneuerbare Energien stärker unterstützen?,40960,3450,fr,"Die Entwicklung der Solarenergie (SPP) zum Beispiel ist nicht zulässig, denn in Zeiten des Klimaproblems müssen Mittel als Vorrang für den Energiewende-Wandel in die erneuerbare Energie genutzt werden.",FAVOR,100,3bea1f7b3946,Infrastructure & Environment
Sind Sie für die Einführung von Road Pricing für motorisierte Einzelverkehrsmittel auf den verkehrsstrassen?,40962,3452,fr,"Die Förderung des Einsatzes weniger verschmutzter Verkehrsmittel (Radrad, Co-Fahrzeuge, öffentlicher Verkehr usw.)",FAVOR,100,3bea1f7b3946,Infrastructure & Environment
Sind Sie für den Erwerb neuer Kampfflugzeuge für die Schweizer Armee?,40969,3463,fr,"Es gibt andere Prioritäten für die Zukunft unseres Landes und die Mittel, die die Armee derzeit zur Verfügung hat, sind ausreichend, um eine minimale Luftpolizei zu gewährleisten.",AGAINST,0,3bea1f7b3946,Security
Sollten Sie die rechtlichen Möglichkeiten für die Verwendung von DNA-Analysen bei Untersuchungen erweitern?,40970,3464,fr,"Die derzeitigen, begrenzten, aber wirklichen Mittel für schweren Vergehen oder für große Polizeiuntersuchungen scheinen ausreichend zu sein.",AGAINST,0,3bea1f7b3946,Security
Sind Sie für eine strengere Kontrolle der Gleichstellung der Löhne zwischen Männern und Frauen?,41017,3434,fr,"Die Kommission hat die Kommission mit der Einführung eines neuen Systems zur Verbesserung der Arbeitsbedingungen in den Mitgliedstaaten und der Arbeitsmarktpolitik in den Mitgliedstaaten in den letzten Jahren in den letzten Jahren mit der Einführung eines relativ leichten, in der Lage, die Arbeitsbedingungen zu verbessern.",AGAINST,25,f6e9782b777c,Society
Sollten Sie die rechtlichen Möglichkeiten für die Verwendung von DNA-Analysen bei Untersuchungen erweitern?,41039,3464,fr,Wie bei vielen anderen Fragen kann dieses Anliegen ohne konkrete Projekte nicht endgültig sein.,FAVOR,75,1109326c4c12,Security
Sind Sie für die Einführung von Road Pricing für motorisierte Einzelverkehrsmittel auf den verkehrsstrassen?,41110,3452,fr,Das würde den Menschen mit niedrigem Einkommen schaden.,AGAINST,25,dfd0310a07f9,Infrastructure & Environment
Sollte die Confederation ihre finanzielle Unterstützung für Weiterbildung und berufliche Umstellung erhöhen?,41187,3425,fr,"Jeder muss in der Lage sein, zu arbeiten und sich selbst zu versorgen, und heutzutage geht es oft durch kontinuierliche Ausbildung oder Umschlagungen, um im Arbeitsmarkt wettbewerbsfähig zu bleiben.",FAVOR,100,d1fea1eb7ce5,Education
Sind Sie für eine strengere Kontrolle der Gleichstellung der Löhne zwischen Männern und Frauen?,41198,3434,fr,Frauen verdienen genauso viel Wert wie Männer.,FAVOR,100,d1fea1eb7ce5,Society
Sollte die Konföderation erneuerbare Energien stärker unterstützen?,41214,3450,fr,"Eine absolute Priorität muss auf mehreren Ebenen gestellt werden: - Förderung und Finanzierung von Forschung - Ein hohes finanzielles Preis für die Entdeckungen in diesem Bereich, insbesondere wenn sie in unserem Land durchgeführt werden. - Unterstützung von Unternehmen und Privatpersonen, die ihren Verbrauch von schädlichen Energien reduzieren: z.B. Steuersenkungen oder finanzielle Unterstützung für die Lösungshaltung. - Unterstützung von Energie-Ren-Produzentenstaaten.",FAVOR,100,d1fea1eb7ce5,Infrastructure & Environment
Sind Sie für die Einführung von Road Pricing für motorisierte Einzelverkehrsmittel auf den verkehrsstrassen?,41216,3452,fr,"Wir wollen unsere Freiheiten nicht entfernen, aber eine Erhöhung der Steuern auf verschmutzende fossiler Energien (Benzin, Diesel, ...) kann eine Alternative zu einer Verringerung der Fahrt und damit des Verkehrs sein, und damit auch zu einer Verringerung der Verschmutzung.",AGAINST,25,d1fea1eb7ce5,Infrastructure & Environment
Sind Sie für den Erwerb neuer Kampfflugzeuge für die Schweizer Armee?,41228,3463,fr,"Die Schweiz muss immer bereit sein, sich zu verteidigen und damit an der Spitze der Streitkräfte zu sein.",FAVOR,100,d1fea1eb7ce5,Security
Sollten Sie die rechtlichen Möglichkeiten für die Verwendung von DNA-Analysen bei Untersuchungen erweitern?,41229,3464,fr,"Das ist eine Möglichkeit, Fehler zu vermeiden und damit die eigentlichen Schuldigen zu finden.",FAVOR,100,d1fea1eb7ce5,Security
Sind Sie für die Einführung von Road Pricing für motorisierte Einzelverkehrsmittel auf den verkehrsstrassen?,41296,3452,fr,"Ich würde zustimmen, wenn nur die Bevölkerung frei und umfangreiche öffentliche Verkehrsmittel erhält, sonst würden diese Löhne im Wesentlichen auf das Budget der bescheidenen Familien schaden.",AGAINST,25,956249359a42,Infrastructure & Environment
Sollte die Confederation ihre finanzielle Unterstützung für Weiterbildung und berufliche Umstellung erhöhen?,41304,3425,fr,"Diese Ausbildung ist für die Arbeitnehmer, die sich dem Ruhestand nähern, sehr nützlich, um im Arbeitsmarkt wettbewerbsfähig zu sein.",FAVOR,75,0bc9ed78a666,Education
Sind Sie für eine strengere Kontrolle der Gleichstellung der Löhne zwischen Männern und Frauen?,41307,3434,fr,"Es ist nicht unerläßlich, daß die Unternehmen hierzu übermäßige Bürokratie erwarten.",FAVOR,75,0bc9ed78a666,Society
Sind Sie für eine strengere Kontrolle der Gleichstellung der Löhne zwischen Männern und Frauen?,41396,3434,fr,"Da das Gesetz von 1991 2019 noch nicht in Kraft ist, ist eine strenge Kontrolle notwendig.",FAVOR,100,f561030a545e,Society
Sollte die Confederation ihre finanzielle Unterstützung für Weiterbildung und berufliche Umstellung erhöhen?,41439,3425,fr,"Die ""alltägliche"" Ausbildung ist ein wesentlicher Bestandteil des Erfolgs der Bevölkerung in einer sich schnell verändernden Welt.",FAVOR,100,943b810f161a,Education
Sind Sie für eine strengere Kontrolle der Gleichstellung der Löhne zwischen Männern und Frauen?,41450,3434,fr,"Die Kommission hat die Kommission mit der Ansicht, daß die Kommission die erforderlichen Maßnahmen zur Verbesserung der Wettbewerbsfähigkeit der Arbeitnehmer und der Wettbewerbsfähigkeit der Arbeitnehmer in den Mitgliedstaaten ergreifen muß, um die erforderlichen Maßnahmen zu ergreifen.",FAVOR,100,943b810f161a,Society
Sind Sie für die Einführung von Road Pricing für motorisierte Einzelverkehrsmittel auf den verkehrsstrassen?,41468,3452,fr,"Eine solche Maßnahme könnte für einen Teil der Bevölkerung antisoziale Folgen haben, aber es sollte über die Beschränkung des Straßenverkehrs in den Stadtzentren nachgedacht werden.",AGAINST,25,943b810f161a,Infrastructure & Environment
Sind Sie für den Erwerb neuer Kampfflugzeuge für die Schweizer Armee?,41479,3463,fr,"Die Luftwaffe stellt die Luftpolizei zur Verfügung, eine Aufgabe, die für unsere kollektive Sicherheit unerlässlich ist, und die wir nicht an unsere Nachbarn übertragen können.",FAVOR,100,943b810f161a,Security
Sollten Sie die rechtlichen Möglichkeiten für die Verwendung von DNA-Analysen bei Untersuchungen erweitern?,41480,3464,fr,"Es geht darum, zu bestimmen, welche Ermittlungen es sich um handelt. In Fällen von Mord oder Vergewaltigung muss dieses Material verwendet werden können, was nicht für geringere Fälle gerechtfertigt ist (z. B. Verletzung des Ausländerrechts).",FAVOR,75,943b810f161a,Security
Sollte die Konföderation erneuerbare Energien stärker unterstützen?,41581,3450,fr,"Es ist wichtig, Anreizmaßnahmen zu ergreifen, um die Solarproduktion in der Schweiz zu erhöhen.Das Potenzial ist groß und wenig ausgenutzt.In den Bereichen Landwirtschaft und Industrie, wo Selbstverbrauch nicht ein ausreichender Einnahmequelle ist, sollten Investitionen in große Anlagen auf den Dachwerken unterstützt werden.",FAVOR,100,f2954dcf6739,Infrastructure & Environment
Sollten Sie die rechtlichen Möglichkeiten für die Verwendung von DNA-Analysen bei Untersuchungen erweitern?,41583,3464,fr,"Um eine Erweiterung der rechtlichen Mittel zu akzeptieren, müssen die Bedingungen für die Verwendung von DNA-Profilen sehr klar sein. DNA ist eine der persönlichsten Daten, die es gibt. Es ist sehr wichtig, vor der Genehmigung für den weitgehenden Einsatz zu sein.",AGAINST,25,f2954dcf6739,Security
Sollte die Confederation ihre finanzielle Unterstützung für Weiterbildung und berufliche Umstellung erhöhen?,41606,3425,fr,"In Anbetracht der Veränderungen, die die meisten Berufe und Wirtschaftszweige in der Welt erleben, wird die Förderung von Weiterbildung und Umwandlung zweifellos eines der größten Herausforderungen der kommenden Jahrzehnte sein.",FAVOR,100,e5debc90b702,Education
Sind Sie für eine strengere Kontrolle der Gleichstellung der Löhne zwischen Männern und Frauen?,41616,3434,fr,"Die Änderung des Gleichstellungsgesetzes, die die Umsetzung von Gleichstellungslohnen verbessern soll und die 2021 in Kraft tritt, ist unzureichend und die Kontroll- und Anreizregelung muss nachhaltig gestärkt und fortgesetzt werden.",FAVOR,100,e5debc90b702,Society
Sollte die Konföderation erneuerbare Energien stärker unterstützen?,41628,3450,fr,"Die Entwicklung der Energiepolitik und der Energiepolitik in Europa ist eine wichtige Aufgabe, die sich auf die Entwicklung von Energieeffizienz und Energieeffizienz auswirkt.",FAVOR,100,e5debc90b702,Infrastructure & Environment
Sind Sie für die Einführung von Road Pricing für motorisierte Einzelverkehrsmittel auf den verkehrsstrassen?,41630,3452,fr,Wir müssen unsere Infrastruktur und ihr Management neu überdenken.,AGAINST,0,e5debc90b702,Infrastructure & Environment
Sind Sie für den Erwerb neuer Kampfflugzeuge für die Schweizer Armee?,41642,3463,fr,"Ja, wenn das im normalen Militärbudget geschieht und ohne zusätzliche Ausgaben für das Land.",FAVOR,100,e5debc90b702,Security
Sollten Sie die rechtlichen Möglichkeiten für die Verwendung von DNA-Analysen bei Untersuchungen erweitern?,41664,3464,fr,Die Frage der Erhaltung der Freiheit ist in der Tat relativ neu.,AGAINST,25,e5debc90b702,Security
Sind Sie für eine strengere Kontrolle der Gleichstellung der Löhne zwischen Männern und Frauen?,41709,3434,fr,"Gleiches Lohn in gleicher Arbeit kann nur durch strenge Kontrollen erreicht werden. Dies ist nachweislich darauf, dass das Gleichstellungsgesetz seit Jahren existiert, aber 18% der Lohngleichheiten zwischen Männern und Frauen immer noch bestehen.",FAVOR,100,7617941582a0,Society
Sollte die Konföderation erneuerbare Energien stärker unterstützen?,41722,3450,fr,"Mit dem Ziel, den Energieverbrauch zu senken!",FAVOR,100,7617941582a0,Infrastructure & Environment
Sind Sie für den Erwerb neuer Kampfflugzeuge für die Schweizer Armee?,41731,3463,fr,"Die Schweiz braucht keine neuen Kampfflugzeuge, Kampfflugzeuge dienen - wie der Name schon sagt - Luftkriegen, aber wer werden wir mit diesen Flugzeugen aus einer anderen Zeit bekämpfen?",AGAINST,0,7617941582a0,Security
Sollten Sie die rechtlichen Möglichkeiten für die Verwendung von DNA-Analysen bei Untersuchungen erweitern?,41732,3464,fr,"Die DNA-Stickung der Bevölkerung stellt eine Gefahr für die öffentlichen Freiheiten dar, die nicht unterschätzt werden darf.",AGAINST,0,7617941582a0,Security
Sind Sie für eine strengere Kontrolle der Gleichstellung der Löhne zwischen Männern und Frauen?,41757,3434,fr,"Wenn man regelmäßig Kontrollen und Sanktionen durchführt, ist das Gesetz nicht mehr ein letztes Buch.",FAVOR,100,185a5dd200b0,Society
Sollten Sie die rechtlichen Möglichkeiten für die Verwendung von DNA-Analysen bei Untersuchungen erweitern?,41920,3464,fr,"Wenn ein unschuldiger Verdächtiger immer noch seine DNA in einer Datenbank aufbewahrt, dann?",AGAINST,25,6e0d7334e644,Security
Sind Sie für eine strengere Kontrolle der Gleichstellung der Löhne zwischen Männern und Frauen?,42104,3434,fr,Ein Gesetz ohne Sanktionen und Zwang verfehlt seinen Zweck.,FAVOR,100,dbaf6492cdc2,Society
Sollte die Konföderation erneuerbare Energien stärker unterstützen?,42113,3450,fr,"Die Einheitliche Einheit der Gebäude muss beschleunigt werden, und die Eigentümer sind nicht bereit, die Arbeiten zu erledigen, weil sie unrentabel sind, während die Mieter Angst vor Steuern haben: Ein Win-Win-Verkehrsverfahren in diesem Bereich muss gefunden werden.",FAVOR,100,dbaf6492cdc2,Infrastructure & Environment
Sind Sie für den Erwerb neuer Kampfflugzeuge für die Schweizer Armee?,42117,3463,fr,Und doch nicht auf eine Luftpolizei verzichten.,AGAINST,25,dbaf6492cdc2,Security
Sind Sie für die Einführung von Road Pricing für motorisierte Einzelverkehrsmittel auf den verkehrsstrassen?,42152,3452,fr,"Ja, vorausgesetzt, die Nutzen dieser Löhne werden in alternative Mobilitätsmaßnahmen (Entwicklung von Soft Mobility und öffentlichen Verkehrsmitteln) oder in die öffentliche Gesundheit investiert und nicht in die Finanzierung von Straßen.",FAVOR,100,5b315203ce77,Infrastructure & Environment
Sollte die Confederation ihre finanzielle Unterstützung für Weiterbildung und berufliche Umstellung erhöhen?,42220,3425,fr,In der Regel durch Steuerentzüge für die Gesamtkosten der Weiterbildung.,FAVOR,100,c8e903af84b8,Education
Sollten Sie die rechtlichen Möglichkeiten für die Verwendung von DNA-Analysen bei Untersuchungen erweitern?,42234,3464,fr,Bei gleichzeitiger Einhaltung des Prinzips der Verhältnismäßigkeit.,FAVOR,100,c8e903af84b8,Security
Sind Sie für eine strengere Kontrolle der Gleichstellung der Löhne zwischen Männern und Frauen?,42494,3434,fr,"Es ist notwendig, systematische Kontrollen und Sanktionen für Arbeitgeber, die das Gleichstellungsgesetz nicht einhalten, durchzuführen.",FAVOR,100,e00e60a8cec5,Society
Sind Sie für die Einführung von Road Pricing für motorisierte Einzelverkehrsmittel auf den verkehrsstrassen?,42500,3452,fr,"Die Zeit, die auf diesen Straßen im Verkehr verbracht wird, ist bereits ein großer Verlust für die Arbeitnehmer.",AGAINST,0,e00e60a8cec5,Infrastructure & Environment
Sind Sie für eine strengere Kontrolle der Gleichstellung der Löhne zwischen Männern und Frauen?,42543,3434,fr,"Die Regierung muss die Möglichkeit haben, zu kontrollieren, ob die Löhne von Männern und Frauen mehr oder weniger übereinstimmen.",FAVOR,75,94b225c0545e,Society
Sind Sie für die Einführung von Road Pricing für motorisierte Einzelverkehrsmittel auf den verkehrsstrassen?,42550,3452,fr,"Ich bin nicht einverstanden, man muss nicht immer Steuern und Steuern erheben und so weiter, die Straßen müssen kostenlos sein, um frei zu fahren, es gibt manchmal Orte, wo man nicht anders als diese Straßen zu dieser Zeit zu nehmen hat, das ist ""gut"" für die Städte, aber für die Landwirtschaft?",AGAINST,0,94b225c0545e,Infrastructure & Environment
Sind Sie für eine strengere Kontrolle der Gleichstellung der Löhne zwischen Männern und Frauen?,42601,3434,fr,"Gute Bedingungen, die das Arbeitsleben besser miteinander in Einklang bringen, werden diese Ungleichheiten besser überwinden als strenge Kontrollen.",AGAINST,0,8dc1250f08cb,Society
Sind Sie für eine strengere Kontrolle der Gleichstellung der Löhne zwischen Männern und Frauen?,42629,3434,fr,Das ist eine der Ansprüche unserer Liste.,FAVOR,100,ec5a2c08f94e,Society
Sind Sie für die Einführung von Road Pricing für motorisierte Einzelverkehrsmittel auf den verkehrsstrassen?,42637,3452,fr,Förderung der geringen Mobilität oder der Nähe anstatt der Besteuerung,AGAINST,25,ec5a2c08f94e,Infrastructure & Environment
Sollte die Confederation ihre finanzielle Unterstützung für Weiterbildung und berufliche Umstellung erhöhen?,42664,3425,fr,"Ja, vor allem die Weiterbildung älterer Arbeitnehmerinnen und Arbeitnehmerinnen,",FAVOR,75,9bca16524671,Education
Sollte die Confederation ihre finanzielle Unterstützung für Weiterbildung und berufliche Umstellung erhöhen?,42860,3425,fr,"Die Regierung muss die Kantone stärker unterstützen, damit sie Maßnahmen vor allem für ältere Arbeitnehmer einführen können.",FAVOR,75,f783b27b2378,Education
Sind Sie für den Erwerb neuer Kampfflugzeuge für die Schweizer Armee?,42877,3463,fr,"Die Wahl des Flugzeugtyps sollte die Schaffung von Arbeitsplätzen ermöglichen, insbesondere am Flughafenbasis Payerne.",FAVOR,100,f783b27b2378,Security
Sind Sie für die Einführung von Road Pricing für motorisierte Einzelverkehrsmittel auf den verkehrsstrassen?,42885,3452,fr,Die Mobility Pricing-Verordnung hingegen würde ein großes Potenzial aufweisen.,AGAINST,0,a85e8319f4cc,Infrastructure & Environment
Sind Sie für eine strengere Kontrolle der Gleichstellung der Löhne zwischen Männern und Frauen?,42901,3434,fr,"Die wirtschaftliche Ungleichheit ist ein wichtiger Schlachtpferd, und die Möglichkeit der Aufgabenverteilung, also Elternzeit, etc.",FAVOR,100,50571c91fbd2,Society
Sollte die Konföderation erneuerbare Energien stärker unterstützen?,42909,3450,fr,"Die Unterstützung ist nicht nur finanziell, sondern auch in Bezug auf administrative Einrichtungen, z.B. Unterstützung für Energieeffizienz und -sparung (so viel besser, wenn nicht produziert werden muss).",FAVOR,100,50571c91fbd2,Infrastructure & Environment
Sind Sie für die Einführung von Road Pricing für motorisierte Einzelverkehrsmittel auf den verkehrsstrassen?,42911,3452,fr,"Die Kommission hat die Kommission mit der Kommission übermittelt, ob die Kommission die Steuer für die Verringerung der Umweltbelastung in den Mitgliedstaaten und die Mitgliedstaaten in den Mitgliedstaaten einräumen soll.",FAVOR,75,50571c91fbd2,Infrastructure & Environment
